Scholarship Name,Category,Gender,Income,Details,Eligibility,Link
Mukhyamantri Yuva Swavalamban Yojana,ST,Male,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Male,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Male,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Female,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Female,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Female,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Female,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Female,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Female,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Female,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Other,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Other,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Other,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Other,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Other,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Other,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,ST,Other,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Male,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Male,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Male,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Male,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Male,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Male,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Male,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Female,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Female,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Female,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Female,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Female,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Female,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Female,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Other,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Other,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Other,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Other,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Other,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Other,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,OBC,Other,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Male,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Male,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Male,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Male,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Male,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Male,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Male,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Female,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Female,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Female,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Female,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Female,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Female,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Female,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Other,Below 50000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Other,50000_100000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Other,100000_200000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Other,200000_300000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Other,300000_400000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Other,400000_500000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
Mukhyamantri Yuva Swavalamban Yojana,EWS,Other,500000_600000,"The MYSY scholarship is a financial assistance program for economically disadvantaged students in Gujarat. The scholarship offers grants for tuition, hostel, and books or instrumentation.","Domicile: Gujarat resident; Academic: 80% in Class 10 & 12; Income: Less than ₹6,00,000; Course: Diploma, Engineering, Pharmacy, MBBS, BDS, UG courses; D2D: 65% in Diploma.",https://mysy.guj.nic.in/
AICTE - Pragati Scholarship Scheme (Girls Students),General,Female,Below 50000,"The AICTE Pragati Scholarship Scheme is a financial assistance program for girl students in technical courses at AICTE-approved institutions. The scholarship is awarded to meritorious students from families with an annual income of less than ₹8,00,000. Selected students receive ₹50,000 per year for up to three years.","Female student; Admitted to first-year diploma/degree or second-year through lateral entry; Family income less than ₹8,00,000; Max two girls per family.",www.aicte-pragati-saksham-gov.in
AICTE - Pragati Scholarship Scheme (Girls Students),General,Female,50000_100000,"The AICTE Pragati Scholarship Scheme is a financial assistance program for girl students in technical courses at AICTE-approved institutions. The scholarship is awarded to meritorious students from families with an annual income of less than ₹8,00,000. Selected students receive ₹50,000 per year for up to three years.","Female student; Admitted to first-year diploma/degree or second-year through lateral entry; Family income less than ₹8,00,000; Max two girls per family.",www.aicte-pragati-saksham-gov.in
AICTE - Pragati Scholarship Scheme (Girls Students),General,Female,100000_200000,"The AICTE Pragati Scholarship Scheme is a financial assistance program for girl students in technical courses at AICTE-approved institutions. The scholarship is awarded to meritorious students from families with an annual income of less than ₹8,00,000. Selected students receive ₹50,000 per year for up to three years.","Female student; Admitted to first-year diploma/degree or second-year through lateral entry; Family income less than ₹8,00,000; Max two girls per family.",www.aicte-pragati-saksham-gov.in
AICTE - Pragati Scholarship Scheme (Girls Students),General,Female,200000_300000,"The AICTE Pragati Scholarship Scheme is a financial assistance program for girl students in technical courses at AICTE-approved institutions. The scholarship is awarded to meritorious students from families with an annual income of less than ₹8,00,000. Selected students receive ₹50,000 per year for up to three years.","Female student; Admitted to first-year diploma/degree or second-year through lateral entry; Family income less than ₹8,00,000; Max two girls per family.",www.aicte-pragati-saksham-gov.in
AICTE - Pragati Scholarship Scheme (Girls Students),General,Female,300000_400000,"The AICTE Pragati Scholarship Scheme is a financial assistance program for girl students in technical courses at AICTE-approved institutions. The scholarship is awarded to meritorious students from families with an annual income of less than ₹8,00,000. Selected students receive ₹50,000 per year for up to three years.","Female student; Admitted to first-year diploma/degree or second-year through lateral entry; Family income less than ₹8,00,000; Max two girls per family.",www.aicte-pragati-saksham-gov.in
AICTE - Pragati Scholarship Scheme (Girls Students),General,Female,400000_500000,"The AICTE Pragati Scholarship Scheme is a financial assistance program for girl students in technical courses at AICTE-approved institutions. The scholarship is awarded to meritorious students from families with an annual income of less than ₹8,00,000. Selected students receive ₹50,000 per year for up to three years.","Female student; Admitted to first-year diploma/degree or second-year through lateral entry; Family income less than ₹8,00,000; Max two girls per family.",www.aicte-pragati-saksham-gov.in
AICTE - Pragati Scholarship Scheme (Girls Students),General,Female,500000_600000,"The AICTE Pragati Scholarship Scheme is a financial assistance program for girl students in technical courses at AICTE-approved institutions. The scholarship is awarded to meritorious students from families with an annual income of less than ₹8,00,000. Selected students receive ₹50,000 per year for up to three years.","Female student; Admitted to first-year diploma/degree or second-year through lateral entry; Family income less than ₹8,00,000; Max two girls per family.",www.aicte-pragati-saksham-gov.in
AICTE - Pragati Scholarship Scheme (Girls Students),General,Female,600000_700000,"The AICTE Pragati Scholarship Scheme is a financial assistance program for girl students in technical courses at AICTE-approved institutions. The scholarship is awarded to meritorious students from families with an annual income of less than ₹8,00,000. Selected students receive ₹50,000 per year for up to three years.","Female student; Admitted to first-year diploma/degree or second-year through lateral entry; Family income less than ₹8,00,000; Max two girls per family.",www.aicte-pragati-saksham-gov.in
